CXD-ROUTER-V1.0.0.csv,,,,,,,,,,,,,,,
,,,,,, ,,,,,,,,,
,,,,,,,,,,,,,,,
Uploaded data,,,,,,,,,,,,,,,
LCSC#,Mrf#,Description,Package,Value,Quantity,Mfr.,Order Qty.,Unit Price(USD),Ext.Price(USD),Package,Min,Mult,SPQ,Description,Product Link
C526941,CC0201JRX7R8BB102,1nF 25V X7R 0201,RC0201FR-0749R9L,,5,YAGEO,100,0.0052,0.52,0201,100,100,15000,1nF ±5% 25V Ceramic Capacitor X7R 0201,https://www.lcsc.com/product-detail/C526941.html
C368809,CL05A475KP5NRNC,4.7uF 10V 04024,RC0402JR-070RL,,4,Samsung Electro-Mechanics,50,0.0170,0.85,0402,50,50,10000,4.7uF ±10% 10V Ceramic Capacitor X5R 0402,https://www.lcsc.com/product-detail/C368809.html
C190187,CC0201KRX5R5BB104,100nF 0201 6.3V X5R,RC0201FR-0749R9L,,4,YAGEO,100,0.0040,0.40,0201,100,100,15000,100nF ±10% 6.3V Ceramic Capacitor X5R 0201,https://www.lcsc.com/product-detail/C190187.html
C3845593,GRM158R61A226ME15D,22uF X5R 10V,RC0402JR-070RL,,4,muRata,4,0.7950,3.18,0402,1,1,8000,22uF ±20% 10V Ceramic Capacitor X5R 0402,https://www.lcsc.com/product-detail/C3845593.html
C105882,CC0402KRX5R9BB104,100nF 0402 50V,RC0402JR-070RL,,4,YAGEO,50,0.0155,0.78,0402,50,50,10000,100nF ±10% 50V Ceramic Capacitor X5R 0402,https://www.lcsc.com/product-detail/C105882.html
C49062,CL03A104KP3NNNC,100nF 10V X5R ±10% 0201,CL03A104KP3NNNC,,4,Samsung Electro-Mechanics,100,0.0047,0.47,0201,100,100,10000,100nF ±10% 10V Ceramic Capacitor X5R 0201,https://www.lcsc.com/product-detail/C49062.html
C105882,CC0402KRX5R9BB104,100nF 0402,RC0402JR-070RL,,3,YAGEO,50,0.0155,0.78,0402,50,50,10000,100nF ±10% 50V Ceramic Capacitor X5R 0402,https://www.lcsc.com/product-detail/C105882.html
C124129,GRM21BR61A476ME15L,10V 47uF 0805,GRM21BR61A476ME15L,,3,muRata,5,0.5125,2.56,0805,5,5,3000,47uF ±20% 10V Ceramic Capacitor X5R 0805,https://www.lcsc.com/product-detail/C124129.html
C318688,CL21A226KPCLRNC,22uF 10V 0805 10% - DNP OPTIONAL,CL21A226KPCLRNC,,3,Samsung Electro-Mechanics,10,0.0823,0.82,0805,10,10,4000,22uF ±10% 10V Ceramic Capacitor X5R 0805,https://www.lcsc.com/product-detail/C318688.html
C487410,VKME1001K101MV,100uF 80V SMD,VKME1001K101MV,,3,Ymin,5,0.2976,1.49,"SMD,D10xL10mm",5,5,500,100uF ±20% 80V Aluminum Electrolytic Capacitors 10000hrs@105?,https://www.lcsc.com/product-detail/C487410.html
C14445,CL05A105KP5NNNC,10V 1uF 402,FRC0402F1693TS,,3,Samsung Electro-Mechanics,50,0.0128,0.64,0402,50,50,10000,1uF ±10% 10V Ceramic Capacitor X5R 0402,https://www.lcsc.com/product-detail/C14445.html
C19702,CL10A106KP8NNNC,10V 10uF 0603,CL10A106KP8NNNC,,3,Samsung Electro-Mechanics,20,0.0391,0.78,0603,20,20,4000,10uF ±10% 10V Ceramic Capacitor X5R 0603,https://www.lcsc.com/product-detail/C19702.html
C368809,CL05A475KP5NRNC,4.7uF X5R 10V 0402,RC0402JR-070RL,,2,Samsung Electro-Mechanics,50,0.0170,0.85,0402,50,50,10000,4.7uF ±10% 10V Ceramic Capacitor X5R 0402,https://www.lcsc.com/product-detail/C368809.html
C469468,CC0402MRX5R6BB475,10V 4.7uF 0402,FRC0402F1693TS,,2,YAGEO,50,0.0199,1.00,0402,50,50,10000,4.7uF ±20% 10V Ceramic Capacitor X5R 0402,https://www.lcsc.com/product-detail/C469468.html
C161455,GRM033C80G105MEA2D,1uF 0201 4V X5R,RC0201FR-0749R9L,,2,muRata,20,0.0279,0.56,0201,20,20,15000,1uF ±20% 4V Ceramic Capacitor X6S 0201,https://www.lcsc.com/product-detail/C161455.html
C541466,CC0402KRX5R5BB475,4.7uF 6.3V 0402_BGA,RC0402JR-070RL,,2,YAGEO,20,0.0407,0.81,0402,20,20,10000,4.7uF ±10% 6.3V Ceramic Capacitor X5R 0402,https://www.lcsc.com/product-detail/C541466.html
C541466,CC0402KRX5R5BB475,4.7uF X5R 6.3V 0402_BGA,RC0402JR-070RL,,2,YAGEO,20,0.0407,0.81,0402,20,20,10000,4.7uF ±10% 6.3V Ceramic Capacitor X5R 0402,https://www.lcsc.com/product-detail/C541466.html
C71693,GRM1555C1H221JA01D,220pF 0402 C0G 50V,RC0402JR-070RL,,2,muRata,100,0.0048,0.48,0402,100,100,10000,220pF ±5% 50V Ceramic Capacitor C0G 0402,https://www.lcsc.com/product-detail/C71693.html
C16780,CL21A476MQYNNNE,47uF X5R 6.3V 0805,CL21A476MQYNNNE,,2,Samsung Electro-Mechanics,10,0.1783,1.78,0805,10,10,2000,47uF ±20% 6.3V Ceramic Capacitor X5R 0805,https://www.lcsc.com/product-detail/C16780.html
C2941926,GCM1555C1H101FA16D,100pF C0G 40V 0402,FRC0402F1693TS,,2,muRata,50,0.0230,1.15,0402,50,50,10000,100pF ±1% 50V Ceramic Capacitor C0G 0402,https://www.lcsc.com/product-detail/C2941926.html
C526995,CC0402JRNPO8BN102,1nF 0402 C0G 25V,FRC0402F1693TS,,2,YAGEO,100,0.0119,1.19,0402,100,100,10000,1nF ±5% 25V Ceramic Capacitor NP0 0402,https://www.lcsc.com/product-detail/C526995.html
C190187,CC0201KRX5R5BB104,100nF 6.3V X5R 0201,RC0201FR-0749R9L,,2,YAGEO,100,0.0040,0.40,0201,100,100,15000,100nF ±10% 6.3V Ceramic Capacitor X5R 0201,https://www.lcsc.com/product-detail/C190187.html
C701263,GRM033R61E224KE01D,220nF 0201 10%,RC0201FR-0749R9L,,2,muRata,50,0.0144,0.72,0201,50,50,15000,220nF ±10% 25V Ceramic Capacitor X5R 0201,https://www.lcsc.com/product-detail/C701263.html
C14445,CL05A105KP5NNNC,10V 1uF 0402,FRC0402F1693TS,,2,Samsung Electro-Mechanics,50,0.0128,0.64,0402,50,50,10000,1uF ±10% 10V Ceramic Capacitor X5R 0402,https://www.lcsc.com/product-detail/C14445.html
C326662,CC0402FRNPO9BN120,12pF NP0 1% 0402,RC0402FR-071KL,,2,YAGEO,50,0.0125,0.63,0402,50,50,10000,12pF ±1% 50V Ceramic Capacitor NP0 0402,https://www.lcsc.com/product-detail/C326662.html
C281765,CC0402BRNPO9BN8R0,50V 8pF NP0 0402,RC0402FR-071KL,,2,YAGEO,100,0.0090,0.90,0402,100,100,10000,8pF 50V Ceramic Capacitor NP0 0402,https://www.lcsc.com/product-detail/C281765.html
C541330,CC0201KRX5R5BB105,1uF X5R 10% 0201,RC0201FR-0749R9L,,1,YAGEO,100,0.0071,0.71,0201,100,100,15000,1uF ±10% 6.3V Ceramic Capacitor X5R 0201,https://www.lcsc.com/product-detail/C541330.html
C307380,CL03A104KO3NNNC,100nF X5R 16V - DNP,RC0201FR-0749R9L,,1,Samsung Electro-Mechanics,100,0.0062,0.62,0201,100,100,10000,100nF ±10% 16V Ceramic Capacitor X5R 0201,https://www.lcsc.com/product-detail/C307380.html
C105882,CC0402KRX5R9BB104,100nF 50V  0402,RC0402JR-070RL,,1,YAGEO,50,0.0155,0.78,0402,50,50,10000,100nF ±10% 50V Ceramic Capacitor X5R 0402,https://www.lcsc.com/product-detail/C105882.html
C29936,CL10B105KA8NNNC,1uF 25V 6030,CL10B105KA8NNNC,,1,Samsung Electro-Mechanics,50,0.0225,1.13,0603,50,50,4000,1uF ±10% 25V Ceramic Capacitor X7R 0603,https://www.lcsc.com/product-detail/C29936.html
C161488,GRM033R71E222KA12D,2.2nF 25V 0201,RC0201FR-0747KL,,1,muRata,100,0.0064,0.64,0201,100,100,15000,2.2nF ±10% 25V Ceramic Capacitor X7R 0201,https://www.lcsc.com/product-detail/C161488.html
C315248,CL05A106MP5NUNC,10uF 4V 0402 20%,RC0402JR-070RL,,1,Samsung Electro-Mechanics,20,0.0516,1.03,0402,20,20,10000,10uF ±20% 10V Ceramic Capacitor X5R 0402,https://www.lcsc.com/product-detail/C315248.html
C541466,CC0402KRX5R5BB475,4.7uF 0402_BGA 6.3V X5R,RC0402JR-070RL,,1,YAGEO,20,0.0407,0.81,0402,20,20,10000,4.7uF ±10% 6.3V Ceramic Capacitor X5R 0402,https://www.lcsc.com/product-detail/C541466.html
C29936,CL10B105KA8NNNC,1uF 25V 0603,CL10B105KA8NNNC,,1,Samsung Electro-Mechanics,50,0.0225,1.13,0603,50,50,4000,1uF ±10% 25V Ceramic Capacitor X7R 0603,https://www.lcsc.com/product-detail/C29936.html
C883598,GRM31CR61A107MEA8L,100uF 10V 1206,GRM31CR61A107MEA8L,,1,muRata,1,0.5126,0.51,1206,1,1,2000,100uF ±20% 10V Ceramic Capacitor X5R 1206,https://www.lcsc.com/product-detail/C883598.html
C107372,CL05A105KQ5NNNC,1uF X5R 6.3V 0402,CL05A105KQ5NNNC,,1,Samsung Electro-Mechanics,100,0.0076,0.76,0402,100,100,10000,1uF ±10% 6.3V Ceramic Capacitor X5R 0402,https://www.lcsc.com/product-detail/C107372.html
C469468,CC0402MRX5R6BB475,4.7uF 0402 10V X5R,FRC0402F1693TS,,1,YAGEO,50,0.0199,1.00,0402,50,50,10000,4.7uF ±20% 10V Ceramic Capacitor X5R 0402,https://www.lcsc.com/product-detail/C469468.html
C15195,CL05B103KB5NNNC,10nF X7R 25V 0402,FRC0402F1693TS,,1,Samsung Electro-Mechanics,100,0.0054,0.54,0402,100,100,10000,10nF ±10% 50V Ceramic Capacitor X7R 0402,https://www.lcsc.com/product-detail/C15195.html
C307339,CL05B473KB5VPNC,47nF 0402,RC0402JR-070RL,,1,Samsung Electro-Mechanics,50,0.0142,0.71,0402,50,50,10000,47nF ±10% 50V Ceramic Capacitor X7R 0402,https://www.lcsc.com/product-detail/C307339.html
C106998,CC0402JRNPO9BN151,150pF 0402 50V,RC0402JR-070RL,,1,YAGEO,100,0.0047,0.47,0402,100,100,10000,150pF ±5% 50V Ceramic Capacitor NP0 0402,https://www.lcsc.com/product-detail/C106998.html
C76943,GRM033R71E102KA01D,1nF X5R 25V 0201,RC0201FR-07240RL,,1,muRata,100,0.0098,0.98,0201,100,100,15000,1nF ±10% 25V Ceramic Capacitor X7R 0201,https://www.lcsc.com/product-detail/C76943.html
C107028,CC0402KRX7R9BB332,3.3nF 50V X7R,RC0402FR-071KL,,1,YAGEO,100,0.0041,0.41,0402,100,100,10000,3.3nF ±10% 50V Ceramic Capacitor X7R 0402,https://www.lcsc.com/product-detail/C107028.html
C106208,CC0402KRX7R9BB472,4.7nF X7R 10% 0402,RC0402FR-071KL,,1,YAGEO,100,0.0033,0.33,0402,100,100,10000,4.7nF ±10% 50V Ceramic Capacitor X7R 0402,https://www.lcsc.com/product-detail/C106208.html
C2941926,GCM1555C1H101FA16D,100pF 50V C0G 0402,FRC0402F1693TS,,1,muRata,50,0.0230,1.15,0402,50,50,10000,100pF ±1% 50V Ceramic Capacitor C0G 0402,https://www.lcsc.com/product-detail/C2941926.html
C326662,CC0402FRNPO9BN120,12pF NP0 0402,RC0402FR-071KL,,1,YAGEO,50,0.0125,0.63,0402,50,50,10000,12pF ±1% 50V Ceramic Capacitor NP0 0402,https://www.lcsc.com/product-detail/C326662.html
C326662,CC0402FRNPO9BN120,DNP,RC0402FR-071KL,,1,YAGEO,50,0.0125,0.63,0402,50,50,10000,12pF ±1% 50V Ceramic Capacitor NP0 0402,https://www.lcsc.com/product-detail/C326662.html
C60485,RC0402JR-070RL,0R 0402,RC0402JR-070RL,,13,YAGEO,100,0.0049,0.49,0402,100,100,10000,0? 62.5mW 50V Thick Film Resistor ±5% 0402 Chip Resistor - Surface Mount RoHS,https://www.lcsc.com/product-detail/C60485.html
C60485,RC0402JR-070RL,0K 0402,RC0402JR-070RL,,7,YAGEO,100,0.0049,0.49,0402,100,100,10000,0? 62.5mW 50V Thick Film Resistor ±5% 0402 Chip Resistor - Surface Mount RoHS,https://www.lcsc.com/product-detail/C60485.html
C60491,RC0402FR-07100KL,100K 0402,RC0402FR-07100KL,,7,YAGEO,100,0.0062,0.62,0402,100,100,10000,100k? 62.5mW 50V Thick Film Resistor ±100ppm/? ±1% 0402 Chip Resistor - Surface Mount RoHS,https://www.lcsc.com/product-detail/C60491.html
C60490,RC0402FR-0710KL,10K 0402,RC0402FR-0710KL,,6,YAGEO,100,0.0059,0.59,0402,100,100,10000,62.5mW 10k? 50V Thick Film Resistor ±100ppm/? ±1% 0402 Chip Resistor - Surface Mount RoHS,https://www.lcsc.com/product-detail/C60490.html
C105871,RC0402FR-074K7L,4.7K 0402,RC0402FR-074K7L,,5,YAGEO,100,0.0048,0.48,0402,100,100,10000,4.7k? ±1% 62.5mW 0402 Thick Film Resistor,https://www.lcsc.com/product-detail/C105871.html
C155745,RC0201FR-07240RL,240R 0201 1%,RC0201FR-07240RL,,4,YAGEO,100,0.0023,0.23,0201,100,100,10000,50mW 240? 25V Thick Film Resistor ±1% ±200ppm/? 0201 Chip Resistor - Surface Mount RoHS,https://www.lcsc.com/product-detail/C155745.html
C106232,RC0402FR-07100RL,100R 0402,RC0402FR-07100RL,,4,YAGEO,100,0.0039,0.39,0402,100,100,10000,100? 62.5mW 50V Thick Film Resistor ±100ppm/? ±1% 0402 Chip Resistor - Surface Mount RoHS,https://www.lcsc.com/product-detail/C106232.html
C60491,RC0402FR-07100KL,100R 1% 0402,RC0402FR-07100KL,,4,YAGEO,100,0.0062,0.62,0402,100,100,10000,100k? 62.5mW 50V Thick Film Resistor ±100ppm/? ±1% 0402 Chip Resistor - Surface Mount RoHS,https://www.lcsc.com/product-detail/C60491.html
C60491,RC0402FR-07100KL,100K 0402 1%,RC0402FR-07100KL,,4,YAGEO,100,0.0062,0.62,0402,100,100,10000,100k? 62.5mW 50V Thick Film Resistor ±100ppm/? ±1% 0402 Chip Resistor - Surface Mount RoHS,https://www.lcsc.com/product-detail/C60491.html
C155744,RC0201FR-0749R9L,49.9R 1% 0201,RC0201FR-0749R9L,,4,YAGEO,100,0.0013,0.13,0201,100,100,10000,50mW 49.9? 25V Thick Film Resistor ±1% ±200ppm/? 0201 Chip Resistor - Surface Mount RoHS,https://www.lcsc.com/product-detail/C155744.html
C114762,RC0402FR-072K2L,2.2K 0402 1%,RC0402FR-072K2L,,4,YAGEO,100,0.0014,0.14,0402,100,100,10000,62.5mW 2.2k? 50V Thick Film Resistor ±100ppm/? ±1% 0402 Chip Resistor - Surface Mount RoHS,https://www.lcsc.com/product-detail/C114762.html
C60489,RC0402JR-0710KL,10K 5% 0201,RC0402JR-0710KL,,3,YAGEO,100,0.0037,0.37,0402,100,100,10000,62.5mW 10k? 50V Thick Film Resistor ±100ppm/? ±5% 0402 Chip Resistor - Surface Mount RoHS,https://www.lcsc.com/product-detail/C60489.html
C60489,RC0402JR-0710KL,10K 0402 5%,RC0402JR-0710KL,,3,YAGEO,100,0.0037,0.37,0402,100,100,10000,62.5mW 10k? 50V Thick Film Resistor ±100ppm/? ±5% 0402 Chip Resistor - Surface Mount RoHS,https://www.lcsc.com/product-detail/C60489.html
C60485,RC0402JR-070RL,DNP,RC0402JR-070RL,,3,YAGEO,100,0.0049,0.49,0402,100,100,10000,0? 62.5mW 50V Thick Film Resistor ±5% 0402 Chip Resistor - Surface Mount RoHS,https://www.lcsc.com/product-detail/C60485.html
C106234,RC0402JR-07100KL,100K 5% 0402,RC0402JR-07100KL,,2,YAGEO,100,0.0028,0.28,0402,100,100,10000,100k? ±5% 62.5mW 0402 Thick Film Resistor,https://www.lcsc.com/product-detail/C106234.html
C60491,RC0402FR-07100KL,100K 1% 0402,RC0402FR-07100KL,,2,YAGEO,100,0.0062,0.62,0402,100,100,10000,100k? 62.5mW 50V Thick Film Resistor ±100ppm/? ±1% 0402 Chip Resistor - Surface Mount RoHS,https://www.lcsc.com/product-detail/C60491.html
C93945,RC0402FR-07120KL,120K 1% 0402,RC0402FR-07120KL,,2,YAGEO,100,0.0055,0.55,0402,100,100,10000,62.5mW 120k? 50V Thick Film Resistor ±100ppm/? ±1% 0402 Chip Resistor - Surface Mount RoHS,https://www.lcsc.com/product-detail/C93945.html
C728556,RT0402BRD07200KL,200K 0402 0.1%,RT0402BRD07200KL,,2,YAGEO,50,0.0263,1.32,0402,50,50,10000,200k? 62.5mW 50V Thin Film Resistor ±25ppm/? ±0.1% 0402 Chip Resistor - Surface Mount RoHS,https://www.lcsc.com/product-detail/C728556.html
C60490,RC0402FR-0710KL,10K 1% 0402,RC0402FR-0710KL,,2,YAGEO,100,0.0059,0.59,0402,100,100,10000,62.5mW 10k? 50V Thick Film Resistor ±100ppm/? ±1% 0402 Chip Resistor - Surface Mount RoHS,https://www.lcsc.com/product-detail/C60490.html
C106234,RC0402JR-07100KL,100K 0402 5%,RC0402JR-07100KL,,2,YAGEO,100,0.0028,0.28,0402,100,100,10000,100k? ±5% 62.5mW 0402 Thick Film Resistor,https://www.lcsc.com/product-detail/C106234.html
C93945,RC0402FR-07120KL,120K 50V ±1% 0402,RC0402FR-07120KL,,2,YAGEO,100,0.0055,0.55,0402,100,100,10000,62.5mW 120k? 50V Thick Film Resistor ±100ppm/? ±1% 0402 Chip Resistor - Surface Mount RoHS,https://www.lcsc.com/product-detail/C93945.html
C106235,RC0402FR-071KL,1K 0402 1%,RC0402FR-071KL,,2,YAGEO,100,0.0062,0.62,0402,100,100,10000,1k? 62.5mW 50V Thick Film Resistor ±100ppm/? ±1% 0402 Chip Resistor - Surface Mount RoHS,https://www.lcsc.com/product-detail/C106235.html
C60490,RC0402FR-0710KL,10K 0402 DNP,RC0402FR-0710KL,,2,YAGEO,100,0.0059,0.59,0402,100,100,10000,62.5mW 10k? 50V Thick Film Resistor ±100ppm/? ±1% 0402 Chip Resistor - Surface Mount RoHS,https://www.lcsc.com/product-detail/C60490.html
C60485,RC0402JR-070RL,0R 0402 DNP,RC0402JR-070RL,,2,YAGEO,100,0.0049,0.49,0402,100,100,10000,0? 62.5mW 50V Thick Film Resistor ±5% 0402 Chip Resistor - Surface Mount RoHS,https://www.lcsc.com/product-detail/C60485.html
C482112,CRCW0402249RFKED,249R 0402,CRCW0402249RFKED,,2,VISHAY,100,0.0070,0.70,0402,100,100,10000,249? 62.5mW 50V Thick Film Resistor ±1% ±100ppm/? 0402 Chip Resistor - Surface Mount RoHS,https://www.lcsc.com/product-detail/C482112.html
C138139,RC0201FR-0747KL,47K 0201 1% - DNP,RC0201FR-0747KL,,1,YAGEO,100,0.0030,0.30,0201,100,100,10000,50mW 47k? 25V Thick Film Resistor ±1% ±200ppm/? 0201 Chip Resistor - Surface Mount RoHS,https://www.lcsc.com/product-detail/C138139.html
C482107,CRCW040222R0JNED,22R 0402 5%,CRCW040222R0JNED,,1,VISHAY,100,0.0063,0.63,0402,100,100,10000,22? 62.5mW 50V Thick Film Resistor ±5% ±200ppm/? 0402 Chip Resistor - Surface Mount RoHS,https://www.lcsc.com/product-detail/C482107.html
C137961,RC0402FR-07510KL,510K 1% 0402,RC0402FR-07510KL,,1,YAGEO,100,0.0044,0.44,0402,100,100,10000,510k? 62.5mW 50V Thick Film Resistor ±100ppm/? ±1% 0402 Chip Resistor - Surface Mount RoHS,https://www.lcsc.com/product-detail/C137961.html
C105637,RC0402JR-071KL,1K 0402 5%,RC0402JR-071KL,,1,YAGEO,100,0.0052,0.52,0402,100,100,10000,1k? ±5% 62.5mW 0402 Thick Film Resistor,https://www.lcsc.com/product-detail/C105637.html
C137902,RC0402JR-0720KL,20K 0402 5%,RC0402JR-0720KL,,1,YAGEO,100,0.0036,0.36,0402,100,100,10000,20k? 62.5mW 50V Thick Film Resistor ±100ppm/? ±5% 0402 Chip Resistor - Surface Mount RoHS,https://www.lcsc.com/product-detail/C137902.html
C137891,RC0402JR-0727KL,27K 0402,RC0402JR-0727KL,,1,YAGEO,100,0.0025,0.25,0402,100,100,10000,27k? 62.5mW 50V Thick Film Resistor ±100ppm/? ±5% 0402 Chip Resistor - Surface Mount RoHS,https://www.lcsc.com/product-detail/C137891.html
C60485,RC0402JR-070RL,0R 0402 5%,RC0402JR-070RL,,1,YAGEO,100,0.0049,0.49,0402,100,100,10000,0? 62.5mW 50V Thick Film Resistor ±5% 0402 Chip Resistor - Surface Mount RoHS,https://www.lcsc.com/product-detail/C60485.html
C138066,RC0402FR-0710RL,10? 0402 50V,RC0402FR-0710RL,,1,YAGEO,100,0.0059,0.59,0402,100,100,10000,10? 62.5mW 50V Thick Film Resistor ±1% ±200ppm/? 0402 Chip Resistor - Surface Mount RoHS,https://www.lcsc.com/product-detail/C138066.html
C105872,RC0402FR-075K1L,5.1K 0402 50V,RC0402FR-075K1L,,1,YAGEO,100,0.0054,0.54,0402,100,100,10000,5.1k? 62.5mW 50V Thick Film Resistor ±100ppm/? ±1% 0402 Chip Resistor - Surface Mount RoHS,https://www.lcsc.com/product-detail/C105872.html
C137969,RC0402FR-0749K9L,49.9 0402 50V,RC0402FR-0749K9L,,1,YAGEO,100,0.0056,0.56,0402,100,100,10000,62.5mW 49.9k? 50V Thick Film Resistor ±100ppm/? ±1% 0402 Chip Resistor - Surface Mount RoHS,https://www.lcsc.com/product-detail/C137969.html
